draft_num	pick_num	human_pick	RandomBot	RaredraftBot	ClassicBot	BayesBot	NNetBot
2	19	Skeleton_Archer	1	3	1	2	0
2	20	Goblin_Instigator	1	2	0	0	1
2	21	Hostile_Minotaur	1	3	0	4	3
2	22	Hired_Blade	1	2	0	0	0
2	23	Manalith	1	1	1	0	1
2	24	Brawl-Bash_Ogre	1	0	0	0	0
2	25	Child_of_Night	1	0	1	0	0
2	26	Act_of_Treason	1	0	0	0	0
2	27	Infernal_Reckoning	1	0	2	1	1
2	28	Catalyst_Elemental	1	0	0	2	0
2	29	Totally_Lost	0	0	0	1	1
2	30	Swamp	0	0	0	0	0
2	31	Abnormal_Endurance	1	4	3	9	4
2	32	Isareth_the_Awakener	1	0	0	0	0
2	33	Skymarch_Bloodletter	0	4	0	0	0
2	34	Murder	1	0	0	0	0
2	35	Ravenous_Harpy	1	0	0	0	0
2	36	Murder	1	1	0	0	0
2	37	Viashino_Pyromancer	1	2	0	1	1
2	38	Diregraf_Ghoul	1	1	1	1	0
2	39	Vampire_Neonate	1	2	0	0	0
2	40	Sovereign's_Bite	1	0	3	1	2
2	41	Inferno_Hellion	1	1	0	0	1
2	42	Walking_Corpse	1	0	1	0	0
2	43	Infectious_Horror	1	0	0	0	0
2	44	Omniscience	1	0	1	0	1
2	45	Plains	0	0	0	0	0
3	1	Omniscience	1	0	14	7	4
3	2	Snapping_Drake	1	3	6	5	6
3	3	Bone_to_Ash	1	1	7	1	8
3	4	Tolarian_Scholar	1	1	8	8	10
3	5	Scholar_of_Stars	1	2	5	9	6
3	6	Rupture_Spire	1	0	7	3	2
3	7	Essence_Scatter	1	2	0	1	3
3	8	Inspired_Charge	0	1	6	6	5
3	9	Loxodon_Line_Breaker	1	1	4	6	6
3	10	Cancel	1	0	2	2	3
3	11	Mistcaller	1	0	3	2	3
3	12	Naturalize	1	0	0	0	2
3	13	Island	0	0	2	1	2
3	14	Rustwing_Falcon	1	0	0	0	0
3	15	Infectious_Horror	0	0	0	0	0
3	16	Sift	1	1	4	3	5
3	17	Cancel	1	3	10	8	11
3	18	Gearsmith_Prodigy	1	2	11	11	11
3	19	Tolarian_Scholar	1	2	9	11	10
3	20	Bone_to_Ash	1	0	6	2	4
3	21	Cancel	1	1	5	3	5
3	22	Divination	1	1	4	2	7
3	23	Totally_Lost	1	1	2	6	5
3	24	Frilled_Sea_Serpent	1	0	1	4	2
3	25	Macabre_Waltz	1	1	1	3	1
3	26	Rhox_Oracle	1	0	0	0	2
3	27	Frilled_Sea_Serpent	0	0	2	3	2
3	28	Knight_of_the_Tusk	1	0	0	2	1
3	29	Invoke_the_Divine	0	0	0	0	0
3	30	Island	0	0	0	0	0
3	31	Dragon's_Hoard	1	0	9	4	2
3	32	Lathliss_Dragon_Queen	1	0	0	0	0
3	33	Sift	1	0	1	2	5
3	34	Sleep	1	0	0	1	3
3	35	Arcades_the_Strategist	1	0	0	0	1
3	36	Dwindle	1	2	0	2	5
3	37	Aviation_Pioneer	1	1	0	0	5
3	38	Essence_Scatter	1	1	1	0	4
3	39	Divination	1	1	2	2	3
3	40	Ghostform	1	0	3	4	3
3	41	Snapping_Drake	1	1	0	1	2
3	42	Aviation_Pioneer	1	0	0	0	1
3	43	Uncomfortable_Chill	0	0	0	0	0
3	44	Root_Snare	1	0	0	0	0
3	45	Island	0	0	0	0	0
4	1	Lathliss_Dragon_Queen	1	0	0	0	0
4	2	Herald_of_Faith	1	1	1	2	1
4	3	Ajani's_Pridemate	1	1	0	3	4
4	4	Leonin_Vanguard	1	1	8	6	9
4	5	Mighty_Leap	1	5	6	10	9
4	6	Skymarch_Bloodletter	1	1	0	1	0
4	7	Knight's_Pledge	1	3	5	5	7
4	8	Viashino_Pyromancer	0	2	2	0	0
4	9	Skymarch_Bloodletter	1	0	0	1	0
4	10	Vampire_Neonate	1	0	0	2	1
4	11	Vampire_Neonate	0	0	0	1	0
4	12	Walking_Corpse	1	0	1	0	0
4	13	Sovereign's_Bite	1	1	0	1	0
4	14	Trumpet_Blast	1	0	0	0	0
4	15	Plains	0	0	0	0	0
4	16	Demon_of_Catastrophes	1	0	0	0	0
4	17	Skyscanner	1	4	0	0	0
4	18	Ajani's_Pridemate	1	0	0	1	8
4	19	Gallant_Cavalry	0	4	2	2	6
4	20	Child_of_Night	1	1	2	2	0
4	21	Skilled_Animator	1	0	3	6	5
4	22	Forsaken_Sanctuary	1	1	0	4	4
4	23	Leonin_Vanguard	1	1	3	3	6
4	24	Walking_Corpse	1	0	1	0	0
4	25	Ajani's_Welcome	1	0	4	0	1
4	26	Infectious_Horror	1	1	3	0	1
4	27	Ghostform	1	0	1	3	3
4	28	Plummet	1	0	1	0	0
4	29	Salvager_of_Secrets	1	0	0	1	0
4	30	Trumpet_Blast	0	0	0	0	0
4	31	Lathliss_Dragon_Queen	1	0	0	0	0
4	32	Pegasus_Courser	1	5	2	1	8
4	33	Sparktongue_Dragon	1	4	0	0	1
4	34	Arcades_the_Strategist	1	0	11	0	4
4	35	Dwarven_Priest	1	3	2	10	8
4	36	Fire_Elemental	1	3	4	3	2
4	37	Goblin_Instigator	1	4	1	0	0
4	38	Timber_Gorge	1	4	7	0	3
4	39	Inspired_Charge	1	3	4	6	6
4	40	Mighty_Leap	1	1	3	5	5
4	41	Naturalize	1	0	3	0	3
4	42	Psychic_Symbiont	1	0	0	0	0
4	43	Ghostform	1	0	0	2	1
4	44	Frilled_Sea_Serpent	1	0	0	1	0
4	45	Mountain	0	0	0	0	0
5	1	Graveyard_Marshal	1	0	0	0	0
5	2	Skymarch_Bloodletter	1	3	3	0	2
5	3	Walking_Corpse	1	3	2	1	2
5	4	Diregraf_Ghoul	1	0	3	0	1
5	5	Meteor_Golem	1	1	3	0	0
5	6	Blood_Divination	1	0	0	2	1
5	7	Abnormal_Endurance	1	1	0	1	1
5	8	Mind_Rot	1	0	1	0	1
5	9	Duress	1	1	3	0	2
5	10	Frilled_Sea_Serpent	1	0	3	4	2
5	11	Bogstomper	1	1	0	0	2
5	12	Infectious_Horror	1	0	1	0	1
5	13	Sure_Strike	0	0	1	2	1
5	14	Reliquary_Tower	1	0	0	0	0
5	15	Walking_Corpse	0	0	0	0	0
5	16	Gravedigger	1	1	1	1	1
5	17	Shock	1	4	2	2	0
5	18	Diregraf_Ghoul	1	0	2	0	0
5	19	Take_Vengeance	1	2	5	0	4
5	20	Doomed_Dissenter	1	2	2	1	1
5	21	Two-Headed_Zombie	1	1	2	0	0
5	22	Crucible_of_Worlds	1	0	3	0	4
5	23	Onakke_Ogre	1	3	3	5	1
5	24	Mind_Rot	1	1	1	1	0
5	25	Frilled_Sea_Serpent	1	0	2	4	2
5	26	Sovereign's_Bite	1	0	4	0	0
5	27	Infectious_Horror	0	0	2	0	0
5	28	Tolarian_Scholar	1	0	1	2	1
5	29	Talons_of_Wildwood	1	0	0	0	0
5	30	Meandering_River	0	0	0	0	0
5	31	Strangling_Spores	1	4	2	0	1
5	32	Isareth_the_Awakener	1	0	0	0	0
5	33	Shock	0	5	0	0	0
5	34	Ravenous_Harpy	1	0	0	1	1
5	35	Hostile_Minotaur	1	3	3	9	0
5	36	Sparktongue_Dragon	0	1	3	1	0
5	37	Rupture_Spire	1	0	0	3	1
5	38	Macabre_Waltz	1	2	1	2	0
5	39	Field_Creeper	1	1	3	3	2
5	40	Invoke_the_Divine	1	3	3	5	4
5	41	Child_of_Night	1	0	2	0	0
5	42	Hired_Blade	0	1	0	0	0
5	43	Gearsmith_Prodigy	0	0	0	1	1
5	44	Wall_of_Vines	1	0	0	0	0
5	45	Plains	0	0	0	0	0
6	1	Lightning_Strike	0	2	0	0	0
6	2	Cleansing_Nova	1	0	0	0	0
6	3	Electrify	1	5	1	0	0
6	4	Rupture_Spire	1	0	7	1	2
6	5	Onakke_Ogre	1	3	1	6	3
6	6	Novice_Knight	1	1	1	9	1
6	7	Pegasus_Courser	1	0	0	0	0
6	8	Take_Vengeance	1	1	1	0	1
6	9	Loxodon_Line_Breaker	1	1	0	4	1
6	10	Daybreak_Chaplain	1	1	0	0	0
6	11	Knight's_Pledge	1	2	0	0	1
6	12	Knight_of_the_Tusk	1	1	0	2	1
6	13	Naturalize	1	1	1	1	2
6	14	Fraying_Omnipotence	0	0	0	0	0
6	15	Plains	0	0	0	0	0
6	16	Sigiled_Sword_of_Valeron	1	0	1	0	0
6	17	Goblin_Instigator	1	6	6	3	3
6	18	Heroic_Reinforcements	1	1	1	1	2
6	19	Manalith	1	4	8	1	2
6	20	Act_of_Treason	0	2	7	6	2
6	21	Snapping_Drake	1	5	8	2	4
6	22	Tormenting_Voice	0	2	6	8	4
6	23	Skyscanner	1	3	0	0	1
6	24	Lava_Axe	1	1	5	4	3
6	25	Crash_Through	1	3	4	3	3
6	26	Lava_Axe	1	0	2	3	0
6	27	Reliquary_Tower	1	0	2	1	1
6	28	Knight's_Pledge	0	1	0	1	1
6	29	Wall_of_Vines	0	0	0	0	0
6	30	Mountain	0	0	0	0	0
6	31	Siegebreaker_Giant	1	1	8	6	3
6	32	Goreclaw_Terror_of_Qal_Sisma	1	0	0	0	2
6	33	Remorseful_Cleric	1	0	0	0	0
6	34	Loxodon_Line_Breaker	1	3	4	11	2
6	35	Fiery_Finish	1	0	8	7	2
6	36	Goblin_Instigator	1	3	5	2	3
6	37	Stone_Quarry	1	2	8	8	3
6	38	Tranquil_Expanse	1	2	0	5	2
6	39	Titanic_Growth	1	2	1	6	5
6	40	Trusty_Packbeast	1	0	2	3	0
6	41	Catalyst_Elemental	0	0	3	4	2
6	42	Wall_of_Vines	1	1	2	0	2
6	43	Plummet	0	0	2	2	2
6	44	Duress	1	0	0	0	0
6	45	Plummet	0	0	0	0	0
7	1	Horizon_Scholar	1	1	1	0	0
7	2	Aerial_Engineer	1	0	0	0	2
7	3	Aerial_Engineer	1	0	0	0	1
7	4	Aviation_Pioneer	1	3	0	0	0
7	5	Snapping_Drake	1	4	0	0	1
7	6	Angel_of_the_Dawn	1	3	0	0	2
7	7	Trusty_Packbeast	1	2	0	0	3
7	8	Fountain_of_Renewal	1	0	1	1	1
7	9	Dwindle	1	1	0	0	0
7	10	Gearsmith_Prodigy	1	2	0	0	4
7	11	Manalith	1	1	0	0	0
7	12	Forsaken_Sanctuary	1	2	3	0	2
7	13	Diregraf_Ghoul	1	0	0	0	0
7	14	Smelt	0	0	0	1	0
7	15	Forest	0	0	0	0	0
7	16	Luminous_Bonds	1	5	0	0	3
7	17	Take_Vengeance	0	6	1	1	5
7	18	Aviation_Pioneer	1	2	1	0	0
7	19	Angel_of_the_Dawn	1	3	0	0	4
7	20	Exclusion_Mage	1	0	0	0	0
7	21	Omenspeaker	0	2	3	2	1
7	22	Invoke_the_Divine	1	2	3	2	4
7	23	Scholar_of_Stars	1	1	1	0	0
7	24	Divination	0	2	0	1	0
7	25	Skilled_Animator	1	0	1	0	0
7	26	Surge_Mare	1	0	0	0	0
7	27	Disperse	0	0	0	0	0
7	28	Gearsmith_Guardian	1	1	1	1	0
7	29	Aviation_Pioneer	1	0	1	0	0
7	30	Disperse	0	0	0	0	0
7	31	Take_Vengeance	1	5	2	1	7
7	32	Essence_Scatter	1	4	1	1	1
7	33	Psychic_Corrosion	1	1	0	1	2
7	34	Millstone	1	1	8	4	4
7	35	Essence_Scatter	1	2	0	1	0
7	36	Horizon_Scholar	1	0	0	0	0
7	37	Psychic_Corrosion	1	0	2	1	3
7	38	Omenspeaker	1	1	2	1	1
7	39	Surge_Mare	1	1	0	0	0
7	40	Regal_Bloodlord	1	0	4	0	3
7	41	Scholar_of_Stars	0	1	0	1	0
7	42	Salvager_of_Secrets	1	2	0	1	0
7	43	Omenspeaker	1	0	0	0	0
7	44	Bone_to_Ash	0	0	0	0	0
7	45	Island	0	0	0	0	0
8	1	Death_Baron	1	0	0	0	0
8	2	Skymarch_Bloodletter	1	3	1	0	0
8	3	Skymarch_Bloodletter	1	2	1	0	0
8	4	Child_of_Night	1	1	1	0	0
8	5	Skymarch_Bloodletter	1	3	0	0	0
8	6	Dwarven_Priest	1	2	4	3	4
8	7	Abnormal_Endurance	1	3	0	0	0
8	8	Psychic_Symbiont	1	0	0	0	0
8	9	Diregraf_Ghoul	1	0	0	0	0
8	10	Omenspeaker	1	1	1	1	0
8	11	Submerged_Boneyard	1	2	0	0	0
8	12	Foul_Orchard	1	2	0	0	2
8	13	Infectious_Horror	1	0	0	0	0
8	14	Hired_Blade	0	0	0	0	0
8	15	Sovereign's_Bite	0	0	0	0	0
8	16	Lich's_Caress	1	4	1	0	0
8	17	Horizon_Scholar	1	1	0	0	0
8	18	Liliana's_Contract	0	0	1	1	2
8	19	Psychic_Symbiont	1	0	0	1	0
8	20	Snapping_Drake	0	1	0	2	0
8	21	Rise_from_the_Grave	1	0	0	0	0
8	22	Walking_Corpse	0	2	4	1	1
8	23	Diregraf_Ghoul	1	0	2	0	0
8	24	Hired_Blade	1	0	0	0	0
8	25	Uncomfortable_Chill	0	1	2	5	0
8	26	Vampire_Neonate	1	0	0	0	0
8	27	Sovereign's_Bite	1	0	2	0	0
8	28	Oreskos_Swiftclaw	1	0	0	0	1
8	29	Greenwood_Sentinel	1	0	0	0	0
8	30	Island	0	0	0	0	0
8	31	Windreader_Sphinx	1	0	0	0	0
8	32	Open_the_Graves	1	0	1	1	1
8	33	Switcheroo	1	1	1	2	0
8	34	Wall_of_Mist	1	2	2	1	1
8	35	Nightmare's_Thirst	1	1	0	0	0
8	36	Two-Headed_Zombie	1	1	1	1	1
8	37	Regal_Bloodlord	1	1	8	0	3
8	38	Manalith	1	2	4	2	2
8	39	Nightmare's_Thirst	1	0	0	0	0
8	40	Totally_Lost	1	1	2	5	0
8	41	Ghostform	1	1	0	4	0
8	42	Tolarian_Scholar	1	1	0	3	0
8	43	Satyr_Enchanter	1	0	2	1	1
8	44	Duress	1	0	0	0	0
8	45	Scapeshift	0	0	0	0	0
9	1	Hungering_Hydra	1	0	0	0	0
9	2	Vine_Mare	1	1	0	0	0
9	3	Dryad_Greenseeker	1	2	1	0	0
9	4	Thornhide_Wolves	1	2	0	1	2
9	5	Dwindle	1	1	3	2	0
9	6	Make_a_Stand	1	0	4	2	4
9	7	Elvish_Rejuvenator	1	0	1	0	0
9	8	Invoke_the_Divine	1	1	5	3	5
9	9	Highland_Game	1	1	2	1	1
9	10	Gearsmith_Guardian	1	1	2	1	0
9	11	Scapeshift	1	0	0	0	0
9	12	Greenwood_Sentinel	0	0	0	0	0
9	13	Mind_Rot	0	0	0	2	0
9	14	Bogstomper	0	0	0	0	0
9	15	Timber_Gorge	0	0	0	0	0
9	16	Druid_of_the_Cowl	1	4	0	0	0
9	17	Giant_Spider	1	3	0	0	0
9	18	Colossal_Dreadmaw	1	5	4	0	0
9	19	Angel_of_the_Dawn	1	3	4	4	4
9	20	Titanic_Growth	1	2	0	1	0
9	21	Sleep	1	0	2	1	1
9	22	Snapping_Drake	1	2	6	2	1
9	23	Rhox_Oracle	0	3	0	1	0
9	24	Cancel	1	2	1	0	0
9	25	Anticipate	1	1	1	2	1
9	26	Daybreak_Chaplain	1	1	1	2	1
9	27	Talons_of_Wildwood	1	0	0	1	1
9	28	Revitalize	0	1	1	2	1
9	29	Mind_Rot	1	0	0	1	0
9	30	Swamp	0	0	0	0	0
9	31	Sigiled_Sword_of_Valeron	1	0	1	0	0
9	32	Herald_of_Faith	1	1	5	1	3
9	33	Gallant_Cavalry	1	5	9	4	4
9	34	Luminous_Bonds	1	2	2	0	2
9	35	Aviation_Pioneer	1	5	4	0	0
9	36	Snapping_Drake	1	4	4	1	1
9	37	Woodland_Stream	1	3	0	2	1
9	38	Omenspeaker	1	3	3	0	0
9	39	Loxodon_Line_Breaker	1	2	4	6	5
9	40	Trusty_Packbeast	1	1	4	1	2
9	41	Woodland_Stream	0	1	0	0	0
9	42	Duress	1	0	1	0	0
9	43	Sovereign's_Bite	1	0	1	1	1
9	44	Hired_Blade	0	0	0	0	0
9	45	Infectious_Horror	0	0	0	0	0
10	1	Leonin_Warleader	1	0	0	0	0
10	2	Meteor_Golem	1	0	3	2	2
10	3	Luminous_Bonds	1	2	1	0	0
10	4	Pegasus_Courser	1	1	1	1	1
10	5	Strangling_Spores	1	3	1	1	0
10	6	Skyscanner	1	2	2	0	0
10	7	Invoke_the_Divine	1	0	1	0	1
10	8	Thornhide_Wolves	1	0	0	7	4
10	9	Gift_of_Paradise	1	0	0	2	3
10	10	Epicure_of_Blood	0	1	1	0	0
10	11	Forsaken_Sanctuary	1	1	0	0	0
10	12	Hired_Blade	1	0	1	0	0
10	13	Tranquil_Expanse	0	1	0	1	0
10	14	Infernal_Scarring	0	0	1	0	0
10	15	Plains	0	0	0	0	0
10	16	Vigilant_Baloth	1	1	1	3	8
10	17	Strangling_Spores	1	5	4	0	0
10	18	Skymarch_Bloodletter	1	3	7	0	0
10	19	Skymarch_Bloodletter	1	5	4	0	0
10	20	Luminous_Bonds	1	2	0	0	0
10	21	Skymarch_Bloodletter	1	4	4	0	0
10	22	Epicure_of_Blood	1	1	5	1	0
10	23	Sovereign's_Bite	0	3	6	1	1
10	24	Sovereign's_Bite	1	1	6	2	1
10	25	Psychic_Symbiont	1	1	5	0	0
10	26	Stitcher's_Supplier	1	0	3	4	2
10	27	Foul_Orchard	1	1	3	1	1
10	28	Trusty_Packbeast	0	0	0	0	0
10	29	Smelt	1	0	0	1	0
10	30	Forest	0	0	0	0	0
10	31	Vampire_Sovereign	1	3	1	0	0
10	32	Fell_Specter	1	1	6	2	2
10	33	Elvish_Rejuvenator	1	5	4	3	8
10	34	Star-Crowned_Stag	1	3	0	1	0
10	35	Suspicious_Bookcase	1	0	1	3	1
10	36	Skeleton_Archer	1	2	1	0	0
10	37	Duress	1	2	4	0	0
10	38	Vampire_Neonate	1	3	0	0	0
10	39	Vampire_Neonate	0	1	0	0	0
10	40	Child_of_Night	1	1	1	0	0
10	41	Rustwing_Falcon	0	0	0	0	1
10	42	Sovereign's_Bite	1	0	3	0	0
10	43	Plummet	0	0	0	1	1
10	44	Mind_Rot	0	1	0	1	0
10	45	Plummet	0	0	0	0	0
11	1	Lena_Selfless_Champion	1	0	0	0	0
11	2	Shield_Mare	0	1	1	0	0
11	3	Reassembling_Skeleton	1	0	3	3	0
11	4	Child_of_Night	1	3	5	2	0
11	5	Doomed_Dissenter	1	4	6	4	0
11	6	Doomed_Dissenter	1	2	4	1	0
11	7	Vampire_Neonate	1	2	3	2	0
11	8	Epicure_of_Blood	1	2	5	4	0
11	9	Walking_Corpse	1	0	4	1	0
11	10	Infernal_Scarring	1	1	5	2	1
11	11	Trusty_Packbeast	1	1	1	0	0
11	12	Reliquary_Tower	0	0	2	1	1
11	13	Cinder_Barrens	1	1	2	2	0
11	14	Infectious_Horror	1	0	1	0	0
11	15	Forest	0	0	0	0	0
11	16	Angel_of_the_Dawn	1	4	1	1	2
11	17	Regal_Bloodlord	0	1	10	1	0
11	18	Pegasus_Courser	0	2	0	0	0
11	19	Fell_Specter	1	1	5	3	0
11	20	Pegasus_Courser	0	4	0	0	0
11	21	Gearsmith_Guardian	1	4	0	6	3
11	22	Stitcher's_Supplier	1	0	6	8	1
11	23	Loxodon_Line_Breaker	1	0	0	2	1
11	24	Millstone	1	0	4	2	1
11	25	Hired_Blade	1	1	4	1	0
11	26	Poison-Tip_Archer	1	1	4	0	1
11	27	Walking_Corpse	1	0	2	0	0
11	28	Leonin_Vanguard	1	0	0	0	0
11	29	Reliquary_Tower	0	0	0	0	0
11	30	Plains	0	0	0	0	0
11	31	Skeleton_Archer	1	5	11	2	0
11	32	Vampire_Neonate	1	5	12	6	0
11	33	Goreclaw_Terror_of_Qal_Sisma	1	0	0	0	0
11	34	Skymarch_Bloodletter	1	2	8	1	0
11	35	Abnormal_Endurance	1	3	8	9	2
11	36	Skeleton_Archer	1	2	6	1	0
11	37	Oreskos_Swiftclaw	1	2	2	1	2
11	38	Highland_Game	1	1	2	2	3
11	39	Gearsmith_Prodigy	1	3	4	3	5
11	40	Inferno_Hellion	1	0	0	0	0
11	41	Wall_of_Vines	0	0	3	1	3
11	42	Sovereign's_Bite	1	0	2	1	0
11	43	Trumpet_Blast	1	0	0	2	0
11	44	Wall_of_Mist	1	0	0	0	0
11	45	Trumpet_Blast	0	0	0	0	0
12	1	Djinn_of_Wishes	1	0	0	0	0
12	2	Surge_Mare	1	1	0	0	0
12	3	Volcanic_Dragon	1	0	2	1	0
12	4	Rise_from_the_Grave	1	0	6	4	1
12	5	Doomed_Dissenter	1	1	3	3	5
12	6	Two-Headed_Zombie	1	4	3	8	4
12	7	Skymarch_Bloodletter	1	3	4	1	2
12	8	Walking_Corpse	1	2	3	0	3
12	9	Disperse	1	3	0	0	0
12	10	Hired_Blade	1	1	2	1	2
12	11	Forsaken_Sanctuary	1	1	4	3	4
12	12	Submerged_Boneyard	1	0	3	0	1
12	13	Forsaken_Sanctuary	1	2	2	1	2
12	14	Viashino_Pyromancer	1	0	0	0	0
12	15	Swamp	0	0	0	0	0
12	16	Sigiled_Sword_of_Valeron	0	0	0	0	0
12	17	Aven_Wind_Mage	1	4	1	0	0
12	18	Switcheroo	1	0	0	0	0
12	19	Liliana's_Contract	1	0	4	1	4
12	20	Aven_Wind_Mage	1	2	0	1	0
12	21	Submerged_Boneyard	1	4	9	2	6
12	22	Gearsmith_Prodigy	0	1	5	1	2
12	23	Gearsmith_Guardian	1	2	0	0	0
12	24	Anticipate	1	2	1	0	0
12	25	Reliquary_Tower	1	1	3	1	1
12	26	Tolarian_Scholar	1	0	0	0	0
12	27	Manalith	1	1	0	0	1
12	28	Knight_of_the_Tusk	1	0	1	1	1
12	29	Lava_Axe	0	0	1	1	0
12	30	Oreskos_Swiftclaw	0	0	0	0	0
12	31	Lich's_Caress	1	5	0	0	3
12	32	Lich's_Caress	1	5	0	1	4
12	33	Submerged_Boneyard	1	6	12	3	6
12	34	Omenspeaker	1	2	0	0	0
12	35	Sift	1	1	0	2	2
12	36	Totally_Lost	1	3	2	2	0
12	37	Blood_Divination	1	0	1	6	3
12	38	Detection_Tower	1	0	6	2	2
12	39	Anticipate	1	3	0	0	0
12	40	Scholar_of_Stars	0	2	0	0	0
12	41	Crucible_of_Worlds	1	0	4	0	2
12	42	Invoke_the_Divine	1	0	1	0	1
12	43	Infernal_Scarring	1	1	1	2	2
12	44	Fire_Elemental	1	0	0	1	0
12	45	Swamp	0	0	0	0	0
13	1	Sigiled_Sword_of_Valeron	1	0	0	0	0
13	2	Herald_of_Faith	1	0	0	0	0
13	3	Lich's_Caress	0	4	1	1	0
13	4	Star-Crowned_Stag	1	2	0	0	0
13	5	Rise_from_the_Grave	1	1	3	3	1
13	6	Skymarch_Bloodletter	1	3	2	0	0
13	7	Regal_Bloodlord	1	0	0	0	0
13	8	Divination	1	1	1	2	2
13	9	Oreskos_Swiftclaw	0	0	0	0	0
13	10	Epicure_of_Blood	0	2	0	1	0
13	11	Macabre_Waltz	1	1	0	2	0
13	12	Mind_Rot	0	0	0	2	0
13	13	Giant_Spider	1	0	0	1	0
13	14	Trusty_Packbeast	1	0	0	0	0
13	15	Swamp	0	0	0	0	0
13	16	Ajani's_Pridemate	1	1	0	0	0
13	17	Child_of_Night	1	3	2	3	0
13	18	Gallant_Cavalry	1	2	0	0	0
13	19	Cavalry_Drillmaster	1	2	1	2	1
13	20	Dwarven_Priest	1	2	1	2	0
13	21	Take_Vengeance	0	2	0	0	0
13	22	Titanic_Growth	1	3	2	8	6
13	23	Rustwing_Falcon	1	0	0	1	0
13	24	Inspired_Charge	1	2	1	3	0
13	25	Gearsmith_Guardian	0	1	2	1	1
13	26	Amulet_of_Safekeeping	1	0	3	2	1
13	27	Thornhide_Wolves	1	0	0	3	0
13	28	Knight's_Pledge	0	1	0	0	0
13	29	Skyrider_Patrol	0	0	1	0	0
13	30	Tranquil_Expanse	0	0	0	0	0
13	31	Rise_from_the_Grave	1	1	2	1	0
13	32	Cavalry_Drillmaster	1	3	1	2	0
13	33	Strangling_Spores	1	6	1	1	0
13	34	Gravedigger	1	1	0	0	0
13	35	Skymarch_Bloodletter	1	5	1	0	0
13	36	Skeleton_Archer	1	2	1	2	0
13	37	Invoke_the_Divine	1	3	4	2	1
13	38	Vampire_Neonate	0	2	2	3	1
13	39	Vampire_Neonate	1	2	0	0	0
13	40	Hired_Blade	1	0	0	1	0
13	41	Inspired_Charge	1	1	0	2	0
13	42	Mind_Rot	1	0	0	3	0
13	43	Desecrated_Tomb	1	0	1	1	0
13	44	Walking_Corpse	1	0	1	1	1
13	45	Swamp	0	0	0	0	0
14	1	Vine_Mare	0	1	0	0	0
